Date,Price
2018/05/31,157.34
2018/05/30,156.19
2018/05/29,156.94
2018/05/28,156.80
2018/05/25,157.73
2018/05/24,157.86
2018/05/23,159.44
2018/05/22,161.08
2018/05/21,161.38
2018/05/18,160.99
2018/05/17,160.10
2018/05/16,159.41
2018/05/15,159.71
2018/05/14,158.50
2018/05/11,157.80
2018/05/10,157.83
2018/05/09,158.28
2018/05/08,158.35
2018/05/07,158.56
2018/05/04,158.34
2018/05/03,159.11
2018/05/02,158.82
2018/04/30,158.02
2018/04/26,156.98
2018/04/25,157.36
2018/04/24,158.29
2018/04/23,157.57
2018/04/20,156.93
2018/04/19,157.56
2018/04/18,156.39
2018/04/17,155.52
2018/04/16,155.64
2018/04/13,155.81
2018/04/12,154.56
2018/04/11,154.60
2018/04/10,154.18
2018/04/09,153.45
2018/04/06,153.63
2018/04/05,152.67
2018/04/04,151.73
2018/04/03,152.43
2018/03/29,153.34
2018/03/28,151.82
2018/03/27,152.79
2018/03/26,151.93
2018/03/23,152.91
2018/03/22,154.68
2018/03/20,154.80
2018/03/19,155.46
2018/03/16,155.69
2018/03/15,155.28
2018/03/14,155.24
2018/03/13,156.06
2018/03/12,156.43
2018/03/09,155.51
2018/03/08,155.66
2018/03/07,155.58
2018/03/06,155.13
2018/03/05,154.36
2018/03/02,154.85
2018/03/01,155.56
2018/02/28,156.39
2018/02/27,156.50
2018/02/26,156.09
2018/02/23,155.48
2018/02/22,155.67
2018/02/21,155.58
2018/02/20,155.79
2018/02/19,155.89
2018/02/16,156.09
2018/02/15,155.76
2018/02/14,154.39
2018/02/13,155.17
2018/02/12,153.71
2018/02/09,153.59
2018/02/08,154.78
2018/02/07,154.56
2018/02/06,154.47
2018/02/05,156.31
2018/02/02,158.21
2018/02/01,158.41
2018/01/31,158.49
2018/01/30,158.73
2018/01/29,159.90
2018/01/26,159.51
2018/01/25,159.84
2018/01/24,159.45
2018/01/23,160.09
2018/01/22,159.76
2018/01/19,159.37
2018/01/18,159.42
2018/01/17,159.92
2018/01/16,159.72
2018/01/15,159.62
2018/01/12,159.38
2018/01/11,158.88
2018/01/10,159.13
2018/01/09,158.93
2018/01/08,158.70
2018/01/05,158.28
2018/01/04,157.28
2018/01/03,157.16
2018/01/02,156.88
2017/12/29,156.92
2017/12/28,156.40
2017/12/27,156.05
2017/12/22,157.09
2017/12/21,156.61
2017/12/20,156.32
2017/12/19,156.53
2017/12/18,156.37
2017/12/15,157.54
2017/12/14,157.62
2017/12/13,157.69
2017/12/12,157.82
2017/12/11,157.56
2017/12/08,157.06
2017/12/07,157.09
2017/12/06,157.08
2017/12/05,158.86
2017/12/04,160.19
2017/12/01,160.33
2017/11/30,160.10
2017/11/29,160.06
2017/11/28,159.77
2017/11/27,160.08
2017/11/24,161.29
2017/11/23,160.58
2017/11/22,160.41
2017/11/21,160.39
2017/11/20,160.49
2017/11/17,160.49
2017/11/16,161.20
2017/11/15,161.76
2017/11/14,162.79
2017/11/13,163.64
2017/11/10,163.57
2017/11/09,163.31
2017/11/08,163.36
2017/11/07,163.75
2017/11/06,163.23
2017/11/03,162.68
2017/11/02,162.02
2017/11/01,162.74
2017/10/31,161.86
2017/10/30,160.51
2017/10/27,160.72
2017/10/26,161.18
2017/10/25,159.72
2017/10/24,158.59
2017/10/23,158.73
2017/10/20,158.49
2017/10/19,157.35
2017/10/18,157.93
2017/10/17,157.15
2017/10/16,157.07
2017/10/13,156.72
2017/10/12,157.30
2017/10/11,157.28
2017/10/10,158.09
2017/10/09,158.45
2017/10/06,158.16
2017/10/05,157.54
2017/10/04,157.19
2017/10/03,157.01
2017/10/02,156.08
2017/09/29,155.59
2017/09/28,155.18
2017/09/27,155.09
2017/09/26,154.20
2017/09/22,154.07
2017/09/21,154.69
2017/09/20,154.02
2017/09/19,154.53
2017/09/18,154.57
2017/09/15,153.85
2017/09/14,153.93
2017/09/13,154.16
2017/09/12,153.98
2017/09/11,153.06
2017/09/08,153.23
2017/09/07,152.37
2017/09/06,152.51
2017/09/05,152.66
2017/09/04,152.77
2017/09/01,152.42
2017/08/31,152.80
2017/08/30,151.89
2017/08/29,151.50
2017/08/28,151.87
2017/08/25,151.83
2017/08/24,151.78
2017/08/23,151.74
2017/08/22,151.66
2017/08/21,151.12
2017/08/18,150.97
2017/08/17,151.30
2017/08/16,151.03
2017/08/15,151.55
2017/08/14,151.66
2017/08/11,151.94
2017/08/10,151.63
2017/08/08,150.99
2017/08/07,151.47
2017/08/04,151.78
2017/08/03,151.11
2017/08/02,151.23
2017/08/01,151.28
2017/07/31,150.96
2017/07/28,149.79
2017/07/27,149.88
2017/07/26,150.15
2017/07/25,149.64
2017/07/24,149.02
2017/07/21,149.32
2017/07/20,149.74
2017/07/19,149.19
2017/07/18,149.25
2017/07/17,149.38
2017/07/14,149.12
2017/07/13,149.47
2017/07/12,149.28
2017/07/11,149.44
2017/07/10,148.43
2017/07/07,148.23
2017/07/06,148.87
2017/07/05,148.47
2017/07/04,147.73
2017/07/03,147.44
2017/06/30,147.14
2017/06/29,147.03
2017/06/28,146.45
2017/06/27,146.38
2017/06/26,145.76
2017/06/23,145.86
2017/06/22,145.86
2017/06/21,146.15
2017/06/20,146.54
2017/06/19,146.64
2017/06/15,145.25
2017/06/14,146.19
2017/06/13,146.07
2017/06/12,146.49
2017/06/09,146.32
2017/06/08,145.92
2017/06/07,146.47
2017/06/06,146.63
2017/06/05,146.46
2017/06/02,146.46
2017/06/01,146.77
2017/05/31,147.98
2017/05/30,147.19
2017/05/29,146.52
2017/05/26,146.45
2017/05/25,147.16
2017/05/24,147.59
2017/05/23,148.53
2017/05/22,148.64
2017/05/19,148.79
2017/05/18,149.05
2017/05/17,148.75
2017/05/16,148.65
2017/05/15,148.44
2017/05/12,148.99
2017/05/11,148.95
2017/05/10,149.81
2017/05/09,150.35
2017/05/08,150.09
2017/05/05,150.21
2017/05/04,149.89
2017/05/03,149.50
2017/05/02,149.79
2017/04/28,150.02
2017/04/26,148.59
2017/04/25,147.85
2017/04/24,147.24
2017/04/21,147.48
2017/04/20,147.03
2017/04/19,147.89
2017/04/18,148.19
2017/04/13,149.08
2017/04/12,150.30
2017/04/11,150.83
2017/04/10,150.93
2017/04/07,150.09
2017/04/06,150.26
2017/04/05,150.47
2017/04/04,150.05
2017/04/03,148.99
2017/03/31,148.15
2017/03/30,146.30
2017/03/29,146.66
2017/03/28,146.63
2017/03/27,144.61
2017/03/24,144.35
2017/03/23,144.62
2017/03/22,144.49
2017/03/20,145.35
2017/03/17,145.65
2017/03/16,145.21
2017/03/15,144.84
2017/03/14,145.17
2017/03/13,145.11
2017/03/10,145.00
2017/03/09,144.77
2017/03/08,145.06
2017/03/07,145.28
2017/03/06,146.12
2017/03/03,146.49
2017/03/02,147.14
2017/03/01,146.22
2017/02/28,145.88
2017/02/27,145.73
2017/02/24,145.67
2017/02/23,146.17
2017/02/22,147.09
2017/02/21,147.53
2017/02/20,147.41
2017/02/17,147.56
2017/02/16,147.00
2017/02/15,146.93
2017/02/14,147.56
2017/02/13,148.09
2017/02/10,147.43
2017/02/09,147.45
2017/02/08,147.06
2017/02/07,147.04
2017/02/06,146.63
2017/02/03,146.95
2017/02/02,147.50
2017/02/01,147.23
2017/01/31,146.67
2017/01/30,147.14
2017/01/27,147.40
2017/01/26,147.09
2017/01/25,146.77
2017/01/24,145.94
2017/01/23,146.16
2017/01/20,145.55
2017/01/19,145.62
2017/01/18,145.54
2017/01/17,146.04
2017/01/16,146.13
2017/01/13,145.76
2017/01/12,145.56
2017/01/11,145.79
2017/01/10,145.23
2017/01/09,144.80
2017/01/06,145.30
2017/01/05,144.84
2017/01/04,144.19
2017/01/03,144.15
2016/12/30,143.91
2016/12/29,143.23
2016/12/28,144.04
2016/12/23,143.56
2016/12/22,143.89
2016/12/21,143.66
2016/12/20,144.16
2016/12/19,144.27
2016/12/15,143.60
2016/12/14,143.60
2016/12/13,143.46
2016/12/12,143.67
2016/12/09,143.59
2016/12/08,142.98
2016/12/07,141.63
2016/12/06,141.47
2016/12/05,141.89
2016/12/02,141.95
2016/12/01,142.60
2016/11/30,142.86
2016/11/29,142.33
2016/11/28,142.30
2016/11/25,143.15
2016/11/24,143.38
2016/11/23,143.62
2016/11/22,143.75
2016/11/21,143.34
2016/11/18,143.81
2016/11/17,143.11
2016/11/16,142.34
2016/11/15,141.82
2016/11/14,142.76
2016/11/11,142.91
2016/11/10,142.50
2016/11/09,140.07
2016/11/08,139.56
2016/11/07,139.07
2016/11/04,138.63
2016/11/03,139.35
2016/11/02,139.66
2016/11/01,140.76
2016/10/31,140.19
2016/10/28,141.44
2016/10/27,141.80
2016/10/26,142.08
2016/10/25,142.78
2016/10/24,142.68
2016/10/21,143.21
2016/10/20,143.18
2016/10/19,143.31
2016/10/18,143.09
2016/10/17,143.34
2016/10/14,143.41
2016/10/13,143.56
2016/10/12,144.92
2016/10/11,145.00
2016/10/10,143.54
2016/10/07,143.51
2016/10/06,143.62
2016/10/05,142.87
2016/10/04,142.88
2016/10/03,143.13
2016/09/30,143.12
2016/09/29,143.64
2016/09/28,142.37
2016/09/27,141.16
2016/09/26,142.19
2016/09/23,142.80
2016/09/22,142.35
2016/09/21,141.99
2016/09/20,142.30
2016/09/19,143.12
2016/09/16,143.22
2016/09/15,142.97
2016/09/14,143.54
2016/09/13,144.40
2016/09/12,144.39
2016/09/09,145.54
2016/09/08,144.13
2016/09/07,144.30
2016/09/06,144.50
2016/09/05,144.51
2016/09/02,144.60
2016/09/01,144.85
2016/08/31,144.78
2016/08/30,145.06
2016/08/29,144.84
2016/08/26,143.60
2016/08/25,143.49
2016/08/24,143.54
2016/08/23,141.63
2016/08/22,141.71
2016/08/19,142.13
2016/08/18,141.69
2016/08/17,141.92
2016/08/16,142.08
2016/08/15,142.12
2016/08/12,142.37
2016/08/11,141.56
2016/08/10,140.92
2016/08/08,141.12
2016/08/05,141.53
2016/08/04,141.38
2016/08/02,142.24
2016/08/01,142.63
2016/07/29,141.77
2016/07/28,143.07
2016/07/27,143.10
2016/07/26,143.03
2016/07/25,142.38
2016/07/22,141.99
2016/07/21,141.87
2016/07/20,141.04
2016/07/19,141.45
2016/07/18,141.42
2016/07/15,141.41
2016/07/14,140.80
2016/07/13,140.68
2016/07/12,140.21
2016/07/11,140.21
2016/07/08,139.31
2016/07/07,139.36
2016/07/06,139.25
2016/07/05,140.23
2016/07/04,140.06
2016/07/01,139.37
2016/06/30,138.71
2016/06/29,137.91
2016/06/28,137.32
2016/06/27,137.39
2016/06/24,138.85
2016/06/23,140.07
2016/06/22,140.15
2016/06/21,140.04
2016/06/20,140.17
2016/06/17,140.16
2016/06/16,139.69
2016/06/15,139.69
2016/06/14,139.75
2016/06/13,140.61
2016/06/10,141.05
2016/06/09,140.98
2016/06/08,141.27
2016/06/07,141.31
2016/06/06,140.72
2016/06/03,142.04
2016/06/02,142.30
2016/06/01,142.12
2016/05/31,142.25
2016/05/30,143.13
2016/05/27,142.55
2016/05/26,142.98
2016/05/25,142.19
2016/05/24,141.44
2016/05/23,141.26
2016/05/20,141.51
2016/05/19,140.96
2016/05/18,141.69
2016/05/17,140.95
2016/05/16,140.73
2016/05/13,139.12
2016/05/12,139.76
2016/05/11,139.98
2016/05/10,139.02
2016/05/09,139.85
2016/05/06,139.25
2016/05/05,139.52
2016/05/04,139.29
2016/05/03,139.78
2016/04/29,139.67
2016/04/28,140.35
2016/04/26,140.04
2016/04/25,140.35
2016/04/22,140.27
2016/04/21,140.59
2016/04/20,140.30
2016/04/19,138.77
2016/04/18,138.78
2016/04/15,138.53
2016/04/14,138.78
2016/04/13,138.72
2016/04/12,137.59
2016/04/11,136.70
2016/04/08,136.40
2016/04/07,136.26
2016/04/06,135.89
2016/04/05,135.73
2016/04/04,136.04
2016/04/01,136.16
2016/03/31,136.77
2016/03/30,136.91
2016/03/29,136.63
2016/03/24,136.65
2016/03/23,137.58
2016/03/22,137.77
2016/03/18,138.01
2016/03/17,137.66
2016/03/16,137.92
2016/03/15,137.34
2016/03/14,137.10
2016/03/11,135.76
2016/03/10,135.64
2016/03/09,136.56
2016/03/08,138.09
2016/03/07,137.22
2016/03/04,136.60
2016/03/03,135.31
2016/03/02,133.33
2016/03/01,132.67
2016/02/29,132.43
2016/02/26,131.67
2016/02/25,130.60
2016/02/24,129.75
2016/02/23,130.64
2016/02/22,131.03
2016/02/19,131.58
2016/02/18,132.49
2016/02/17,132.77
2016/02/16,131.55
2016/02/15,131.73
2016/02/12,130.48
2016/02/11,129.47
2016/02/10,130.21
2016/02/09,131.08
2016/02/08,130.91
2016/02/05,130.48
2016/02/04,128.82
2016/02/03,126.81
2016/02/02,126.96
2016/02/01,127.08
2016/01/29,126.64
2016/01/28,126.08
2016/01/27,125.57
2016/01/26,124.46
2016/01/25,124.73
2016/01/22,124.10
2016/01/21,122.66
2016/01/20,123.75
2016/01/19,125.49
2016/01/18,125.01
2016/01/15,125.86
2016/01/14,126.03
2016/01/13,127.18
2016/01/12,127.45
2016/01/11,127.33
2016/01/08,126.05
2016/01/07,126.53
2016/01/06,128.29
2016/01/05,128.46
2016/01/04,128.53
2015/12/31,130.83
2015/12/30,130.69
2015/12/29,130.19
2015/12/28,130.00
2015/12/24,130.53
2015/12/23,129.38
2015/12/22,127.31
2015/12/21,126.87
2015/12/18,126.45
2015/12/17,127.49
2015/12/15,126.03
2015/12/14,126.93
2015/12/11,128.61
2015/12/10,128.89
2015/12/09,126.86
2015/12/08,127.22
2015/12/07,128.96
2015/12/04,128.30
2015/12/03,129.10
2015/12/02,130.34
2015/12/01,130.91
2015/11/30,130.61
2015/11/27,130.35
2015/11/26,130.49
2015/11/25,129.57
2015/11/24,129.53
2015/11/23,129.67
2015/11/20,129.65
2015/11/19,130.00
2015/11/18,128.21
2015/11/17,129.11
2015/11/16,129.32
2015/11/13,129.40
2015/11/12,130.06
2015/11/11,131.05
2015/11/10,131.80
2015/11/09,133.16
2015/11/06,132.39
2015/11/05,133.35
2015/11/04,134.18
2015/11/03,133.44
2015/11/02,132.34
2015/10/30,132.86
2015/10/29,132.16
2015/10/28,131.33
2015/10/27,131.90
2015/10/26,132.74
2015/10/23,132.92
2015/10/22,131.65
2015/10/21,132.00
2015/10/20,130.62
2015/10/19,131.49
2015/10/16,131.96
2015/10/15,131.88
2015/10/14,131.98
2015/10/13,131.88
2015/10/12,132.80
2015/10/09,133.74
2015/10/08,131.93
2015/10/07,131.62
2015/10/06,130.61
2015/10/05,129.06
2015/10/02,128.29
2015/10/01,127.83
2015/09/30,127.13
2015/09/29,126.58
2015/09/28,127.82
2015/09/25,128.32
2015/09/23,127.97
2015/09/22,128.50
2015/09/21,129.07
2015/09/18,128.50
2015/09/17,130.43
2015/09/16,129.52
2015/09/15,129.32
2015/09/14,129.53
2015/09/11,129.70
2015/09/10,130.17
2015/09/09,130.80
2015/09/08,130.67
2015/09/07,130.89
2015/09/04,130.78
2015/09/03,130.79
2015/09/02,129.10
2015/09/01,129.38
2015/08/31,129.72
2015/08/28,129.18
2015/08/27,127.03
2015/08/26,126.12
2015/08/25,126.67
2015/08/24,126.22
2015/08/21,128.88
2015/08/20,129.90
2015/08/19,129.32
2015/08/18,130.14
2015/08/17,130.17
2015/08/14,130.48
2015/08/13,130.74
2015/08/12,130.50
2015/08/11,131.81
2015/08/07,131.11
2015/08/06,130.57
2015/08/05,131.65
2015/08/04,130.71
2015/08/03,131.60
2015/07/31,131.54
2015/07/30,131.07
2015/07/29,129.45
2015/07/28,129.44
2015/07/27,130.25
2015/07/24,131.18
2015/07/23,131.39
2015/07/22,130.86
2015/07/21,131.71
2015/07/20,132.34
2015/07/17,132.76
2015/07/16,132.84
2015/07/15,133.24
2015/07/14,132.24
2015/07/13,132.55
2015/07/10,132.01
2015/07/09,131.62
2015/07/08,131.41
2015/07/07,132.39
2015/07/06,133.10
2015/07/03,133.46
2015/07/02,133.27
2015/07/01,132.71
2015/06/30,133.08
2015/06/29,133.95
2015/06/26,134.49
2015/06/25,134.53
2015/06/24,134.64
2015/06/23,135.33
2015/06/22,135.10
2015/06/19,136.53
2015/06/18,136.08
2015/06/17,136.48
2015/06/15,136.38
2015/06/12,137.21
2015/06/11,137.57
2015/06/10,136.60
2015/06/09,136.07
2015/06/08,135.70
2015/06/05,135.83
2015/06/04,136.01
2015/06/03,136.39
2015/06/02,136.02
2015/06/01,135.98
2015/05/29,136.10
2015/05/28,136.58
2015/05/27,135.89
2015/05/26,136.55
2015/05/25,136.93
2015/05/22,137.37
2015/05/21,137.13
2015/05/20,137.25
2015/05/19,137.12
2015/05/18,137.26
2015/05/15,136.96
2015/05/14,136.74
2015/05/13,136.76
2015/05/12,137.31
2015/05/11,136.92
2015/05/08,136.86
2015/05/07,136.55
2015/05/06,137.76
2015/05/05,138.39
2015/05/04,138.36
2015/04/30,137.58
2015/04/29,137.68
2015/04/28,137.97
2015/04/24,136.96
2015/04/23,136.11
2015/04/22,135.31
2015/04/21,135.55
2015/04/20,135.06
2015/04/17,135.18
2015/04/16,135.75
2015/04/15,135.28
2015/04/14,134.52
2015/04/13,135.07
2015/04/10,134.57
2015/04/09,133.27
2015/04/08,133.45
2015/04/07,133.31
2015/04/02,133.33
2015/04/01,133.23
2015/03/31,133.13
2015/03/30,133.04
2015/03/27,132.66
2015/03/26,132.78
2015/03/25,133.30
2015/03/24,134.24
2015/03/23,134.54
2015/03/20,134.61
2015/03/19,134.84
2015/03/18,134.19
2015/03/17,134.39
2015/03/16,134.44
2015/03/13,134.87
2015/03/12,134.67
2015/03/11,134.66
2015/03/10,135.51
2015/03/09,136.30
2015/03/06,136.35
2015/03/05,136.16
2015/03/04,136.34
2015/03/03,136.54
2015/03/02,136.54
2015/02/27,136.69
2015/02/26,136.39
2015/02/25,136.38
2015/02/24,136.57
2015/02/23,137.18
2015/02/20,136.90
2015/02/19,136.51
2015/02/18,136.89
2015/02/17,137.50
2015/02/16,137.35
2015/02/13,137.22
2015/02/12,135.93
2015/02/11,135.56
2015/02/10,134.93
2015/02/09,134.81
2015/02/06,134.43
2015/02/05,134.10
2015/02/04,134.46
2015/02/03,134.06
2015/02/02,132.55
2015/01/30,132.42
2015/01/29,132.62
2015/01/28,133.30
2015/01/27,133.49
2015/01/26,132.51
2015/01/23,132.67
2015/01/22,133.00
2015/01/21,132.62
2015/01/20,132.63
2015/01/19,132.31
2015/01/16,131.28
2015/01/15,131.20
2015/01/14,131.08
2015/01/13,132.33
2015/01/12,132.12
2015/01/09,132.54
2015/01/08,132.34
2015/01/07,132.52
2015/01/06,132.63
2015/01/05,133.37
2015/01/02,134.33
2014/12/31,134.59
2014/12/30,134.79
2014/12/29,135.06
2014/12/24,134.75
2014/12/23,134.11
2014/12/22,134.07
2014/12/19,133.90
2014/12/18,133.00
2014/12/17,131.86
2014/12/15,131.80
2014/12/12,132.15
2014/12/11,132.34
2014/12/10,133.25
2014/12/09,133.25
2014/12/08,134.01
2014/12/05,133.30
2014/12/04,133.28
2014/12/03,133.36
2014/12/02,132.77
2014/12/01,131.94
2014/11/28,133.83
2014/11/27,134.57
2014/11/26,133.91
2014/11/25,133.90
2014/11/24,134.10
2014/11/21,133.58
2014/11/20,131.95
2014/11/19,133.25
2014/11/18,132.91
2014/11/17,132.74
2014/11/14,132.43
2014/11/13,133.34
2014/11/12,133.62
2014/11/11,133.79
2014/11/10,133.82
2014/11/07,133.64
2014/11/06,132.81
2014/11/05,133.09
2014/11/04,133.04
2014/11/03,132.96
2014/10/31,132.36
2014/10/30,131.27
2014/10/29,131.97
2014/10/28,131.45
2014/10/27,130.94
2014/10/24,131.01
2014/10/23,130.79
2014/10/22,131.91
2014/10/21,131.22
2014/10/20,131.05
2014/10/17,130.61
2014/10/16,129.71
2014/10/15,130.59
2014/10/14,131.16
2014/10/13,131.14
2014/10/10,131.73
2014/10/09,133.13
2014/10/08,133.39
2014/10/07,134.24
2014/10/06,134.30
2014/10/03,133.62
2014/10/02,133.69
2014/10/01,134.78
2014/09/30,135.47
2014/09/29,135.51
2014/09/26,135.33
2014/09/25,136.39
2014/09/23,136.05
2014/09/22,137.30
2014/09/19,137.70
2014/09/18,137.64
2014/09/17,137.50
2014/09/16,137.27
2014/09/15,137.55
2014/09/12,137.88
2014/09/11,137.94
2014/09/10,138.47
2014/09/09,138.77
2014/09/08,138.20
2014/09/05,137.57
2014/09/04,137.82
2014/09/03,137.71
2014/09/02,138.03
2014/09/01,137.88
2014/08/29,137.49
2014/08/28,137.28
2014/08/27,137.89
2014/08/26,137.67
2014/08/25,137.44
2014/08/22,137.59
2014/08/21,137.37
2014/08/20,137.30
2014/08/19,137.44
2014/08/18,137.17
2014/08/15,136.42
2014/08/14,136.08
2014/08/13,135.66
2014/08/12,136.31
2014/08/11,136.47
2014/08/08,135.62
2014/08/07,135.55
2014/08/06,135.26
2014/08/05,136.12
2014/08/04,136.02
2014/08/01,136.14
2014/07/31,136.84
2014/07/30,137.64
2014/07/29,137.74
2014/07/28,137.25
2014/07/25,137.16
2014/07/24,136.95
2014/07/23,137.14
2014/07/22,137.30
2014/07/21,136.92
2014/07/18,136.82
2014/07/17,137.50
2014/07/16,137.17
2014/07/15,136.62
2014/07/14,136.27
2014/07/11,135.77
2014/07/10,135.75
2014/07/09,136.34
2014/07/08,136.89
2014/07/07,137.36
2014/07/04,137.04
2014/07/03,137.46
2014/07/02,136.87
2014/07/01,135.83
2014/06/30,135.52
2014/06/27,135.29
2014/06/26,135.88
2014/06/25,134.99
2014/06/24,136.45
2014/06/23,136.70
2014/06/20,137.21
2014/06/19,136.71
2014/06/18,136.72
2014/06/17,136.55
2014/06/13,135.94
2014/06/12,135.71
2014/06/11,136.38
2014/06/10,135.70
2014/06/09,135.25
2014/06/06,135.28
2014/06/05,135.20
2014/06/04,134.93
2014/06/03,134.78
2014/06/02,134.32
2014/05/30,133.73
2014/05/29,133.03
2014/05/28,133.10
2014/05/27,132.28
2014/05/26,132.01
2014/05/23,131.90
2014/05/22,131.71
2014/05/21,131.67
2014/05/20,132.01
2014/05/19,131.62
2014/05/16,131.08
2014/05/15,132.53
2014/05/14,132.44
2014/05/13,132.07
2014/05/12,131.98
2014/05/09,132.00
2014/05/08,132.36
2014/05/06,132.65
2014/05/05,132.55
2014/05/02,132.58
2014/04/30,132.69
2014/04/29,132.53
2014/04/25,132.77
2014/04/24,132.60
2014/04/23,132.64
